timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.666993,-0.933987,-0.678666,1,1,1,1,1
-360,2.66347,-0.93228,-0.675024,1,1,1,1,1
-320,2.65943,-0.930267,-0.67052,1,1,1,1,1
-280,2.660969,-0.928403,-0.666225,1,1,1,1,1
-240,2.665102,-0.928505,-0.663786,1,1,1,1,1
-200,2.670875,-0.929252,-0.661872,1,1,1,1,1
-160,2.677122,-0.930287,-0.659973,1,1,1,1,1
-120,2.683485,-0.931556,-0.658429,1,1,1,1,1
-80,2.689435,-0.933573,-0.656991,1,1,1,1,1
-40,2.694878,-0.935771,-0.655417,1,1,1,1,1
0,2.700072,-0.937887,-0.653811,1,1,1,1,1
