timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.848356,0.290917,-1.250535,1,1,1,1,1
-360,4.849358,0.293903,-1.24167,1,1,1,1,1
-320,4.850556,0.29614,-1.233899,1,1,1,1,1
-280,4.851069,0.298619,-1.227565,1,1,1,1,1
-240,4.85171,0.299458,-1.221707,1,1,1,1,1
-200,4.851836,0.29992,-1.21532,1,1,1,1,1
-160,4.853546,0.302106,-1.210639,1,1,1,1,1
-120,4.854324,0.303024,-1.206637,1,1,1,1,1
-80,4.854852,0.302384,-1.201816,1,1,1,1,1
-40,4.854937,0.300975,-1.198183,1,1,1,1,1
0,4.853384,0.297192,-1.197216,1,1,1,1,1
