timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.25896,0.380168,0.049358,0,1,1,1,1
-360,2.260851,0.377679,0.048761,0,1,1,1,1
-320,2.262939,0.374582,0.048827,0,1,1,1,1
-280,2.264544,0.371726,0.048749,0,1,1,1,1
-240,2.266815,0.368917,0.048687,0,1,1,1,1
-200,2.269691,0.366004,0.048265,0,1,1,1,1
-160,2.27272,0.362146,0.048145,0,1,1,1,1
-120,2.276432,0.358364,0.048336,0,1,1,1,1
-80,2.280886,0.355212,0.050275,0,1,1,1,1
-40,2.281928,0.352753,0.048857,0,1,1,1,1
0,2.274465,0.348003,0.040401,0,1,1,1,1
