timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.116241,1.375337,0.777551,1,1,1,1,1
-360,4.116287,1.365643,0.774744,1,1,1,1,1
-320,4.118309,1.356823,0.771984,1,1,1,1,1
-280,4.120681,1.347329,0.768819,1,1,1,1,1
-240,4.129155,1.34118,0.767031,1,1,1,1,1
-200,4.142196,1.337332,0.767812,1,1,1,1,1
-160,4.156609,1.333991,0.769075,1,1,1,1,1
-120,4.171977,1.328764,0.769332,1,1,1,1,1
-80,4.181003,1.317313,0.768564,1,1,1,1,1
-40,4.178384,1.300713,0.763378,1,1,1,1,1
0,4.175895,1.284176,0.758752,1,1,1,1,1
